146.9479014,146.9479014,146.9479014,146.9479014,146.9479014,146.9479014,146.9479014,146.9479014
140.9273014,140.9273014,140.9273014,140.9273014,140.9273014,140.9273014,140.9273014,140.9273014
137.4054763,137.4054763,137.4054763,137.4054763,137.4054763,137.4054763,137.4054763,137.4054763
134.9067015,134.9067015,134.9067015,134.9067015,134.9067015,134.9067015,134.9067015,134.9067015
132.9685013,132.9685013,132.9685013,132.9685013,132.9685013,132.9685013,132.9685013,132.9685013
131.3848764,131.3848764,131.3848764,131.3848764,131.3848764,131.3848764,131.3848764,131.3848764
130.0459406,130.0459406,130.0459406,130.0459406,130.0459406,130.0459406,130.0459406,130.0459406
128.8861016,128.8861016,128.8861016,128.8861016,128.8861016,128.8861016,128.8861016,128.8861016
127.8630512,127.8630512,127.8630512,127.8630512,127.8630512,127.8630512,127.8630512,127.8630512
126.9479014,126.9479014,126.9479014,126.9479014,126.9479014,126.9479014,126.9479014,126.9479014
120.9273014,120.9273014,120.9273014,120.9273014,120.9273014,120.9273014,120.9273014,120.8957614
114.7396158,114.9190983,115.8649072,117.0881333,117.4054763,117.4054763,117.4054763,117.3274901
109.8396831,110.5201159,111.7543759,113.2793341,114.4347357,114.8408481,114.8042029,114.7957614
106.039,107.108,108.566,110.325,111.774,112.522,112.74,112.832
102.9336158,104.3200983,105.9609072,107.9111333,109.6000206,110.6273632,111.0534234,111.2274901
100.3080509,101.9629611,103.7583327,105.870238,107.7619473,109.0254706,109.6274432,109.8708964
98.03368309,99.92111588,101.8503759,104.1023341,106.1697357,107.6378481,108.3922029,108.6957614
96.02754852,98.12008079,100.1674386,102.5429324,104.7653056,106.4138783,107.3026438,107.6592189
94.233,96.509,98.662,101.148,103.509,105.319,106.328,106.732
82.427,85.91,88.758,91.971,95.244,98.116,99.916,100.632
74.501,79.135,82.671,86.395,90.171,93.677,96.07,97.049
68.368,73.847,78.078,82.308,86.474,90.429,93.289,94.498
63.385,69.412,74.253,79.006,83.536,87.851,91.099,92.513
59.209,65.58,70.908,76.172,81.068,85.701,89.284,90.887
55.628,62.216,67.909,73.643,78.912,83.845,87.729,89.509
52.499,59.227,65.186,71.329,76.97,82.198,86.365,88.312
49.725,56.544,62.696,69.181,75.181,80.707,85.144,87.253
47.236,54.116,60.406,67.169,73.507,79.331,84.035,86.304
44.981,51.901,58.291,65.277,71.922,78.043,83.013,85.442
42.922,49.867,56.329,63.49,70.408,76.822,82.061,84.652
41.029,47.989,54.502,61.8,68.956,75.653,81.165,83.922
39.279,46.245,52.794,60.198,67.558,74.524,80.313,83.243
37.653,44.619,51.191,58.677,66.21,73.429,79.497,82.608
36.137,43.096,49.682,57.231,64.909,72.361,78.708,82.009
34.717,41.665,48.257,55.853,63.652,71.316,77.942,81.442
33.384,40.316,46.908,54.537,62.437,70.293,77.192,80.903
32.129,39.041,45.627,53.278,61.26,69.289,76.455,80.387
30.945,37.832,44.407,52.072,60.121,68.303,75.728,79.893
25.889,32.596,39.051,46.684,54.906,63.628,72.179,77.642
21.921,28.355,34.599,42.081,50.306,59.317,68.706,75.604
18.729,24.802,30.756,37.994,46.119,55.28,65.291,73.633
16.114,21.754,27.352,34.269,42.21,51.427,61.921,71.641
13.939,19.099,24.292,30.826,38.51,47.703,58.58,69.571
12.108,16.766,21.526,27.634,34.999,44.085,55.252,67.388
10.548,14.707,19.028,24.685,31.681,40.581,51.937,65.076
9.201,12.884,16.779,21.982,28.576,37.214,48.65,62.636
8.025,11.268,14.761,19.525,25.699,34.012,45.413,60.085
6.984,9.831,12.957,17.305,23.06,31.001,42.256,57.448
6.05,8.546,11.343,15.308,20.658,28.196,39.207,54.753
5.2,7.39,9.896,13.516,18.482,25.607,36.292,52.029
4.416,6.342,8.594,11.905,16.516,23.23,33.529,49.305
3.683,5.381,7.413,10.452,14.74,21.057,30.929,46.606
2.99,4.493,6.334,9.135,13.131,19.074,28.496,43.955
